id,name,developer,status,status_group,category,facility_type,ai_classification,confidence,capacity_mw,operational_capacity_mw,planned_capacity_mw,capacity_label,landscape_weight,location,city,county,state,latitude,longitude,precision,powered_by,energy_source,utility,onsite_generation_mw,water_cooling_type,water_reported_mgd,water_notes,community_status,investment_usd,land_acres,jobs_construction,jobs_permanent,nearest_nuclear_name,nearest_nuclear_state,nearest_nuclear_distance_mi,nearest_nuclear_capacity_mw,nearest_nuclear_latitude,nearest_nuclear_longitude,nearest_power_name,nearest_power_state,nearest_power_distance_mi,nearest_power_capacity_mw,nearest_power_source,nearest_power_latitude,nearest_power_longitude,nearest_water_name,nearest_water_type,nearest_water_distance_mi,nearest_water_latitude,nearest_water_longitude,source,source_url,source_count,notes
aws-green-new-florence-mo,AWS Project Green Campus,Amazon Web Services,Under construction,Under construction,likely,data_center,likely,confirmed,,,,,1000.0,"New Florence, Montgomery County, MO",New Florence,Montgomery County,MO,38.852,-91.52,exact,Ameren Missouri,grid,Ameren Missouri,,unknown,,"Water sourced from Cambrian-Ordovician aquifer via wells drilled to ~1,500 ft depth (to avoid impacting local private wells at shallower depths). Initial phase projected at 2.9M gallons/year; full 17-building campus projected at ~50M gallons/year (~0.137 MGD equivalent). Regional aquifer capacity exceeds 23 trillion gallons; current regional utilization ~8%; this project adds ~0.03%. On-site stormwater management ponds and water treatment plant planned. Cooling methodology not publicly specified.",contested,10000000000.0,1000.0,,,Callaway,MO,15.3,1235.8,38.758919,-91.77884,Montgomery County Community Solar Center,MO,5.9,5.7,SUN,38.890697,-91.42322,Mississippi River - St. Louis,river,73.9,38.627,-90.18,Amazon announces $10B Montgomery County data center plan,https://www.komu.com/news/midmissourinews/amazon-missouri-officials-announce-10b-montgomery-county-data-center-plan/article_cb50e268-0d98-48e6-9c0a-3dc1978aa2c5.html,7,"Codename 'Project Green'; application filed via NorthPoint Development, LLC. Two-phase build-out: Phase 1 = 8 data center buildings; Phase 2 = 13 additional buildings (21 total). Located on ~1,000 acres at northeast quadrant of I-70 and Highway 19 interchange near New Florence. Official AWS/Governor Kehoe announcement on June 15, 2026 cited a $10B investment commitment. Earlier county planning documents and initial filings referenced a maximum capital investment ceiling of up to $35B — that figure is a speculative ceiling, not a committed amount. AWS separately announced a 138MW renewable energy project in Missouri; not confirmed as dedicated to this campus. Community investments included in announcement: $3M for county 911/emergency dispatch upgrades, $3M for community programs, $1M for Montgomery County Fairgrounds, $150K community fund, $50K teacher grant. Preserve Montgomery County LLC filed suit in February 2026 alleging ten counts of Missouri Sunshine Law violations (closed-session negotiations, NDAs with Amazon); case pending as of mid-2026. First buildings targeted operational by 2027; full campus potentially complete ~2032. Coordinates are approximate (parcel centroid at I-70 / Hwy 19 NE quadrant). Jobs: KOMU reported ~400 permanent jobs; DCD's coverage of the same $10B announcement cited no specific permanent figure (only 'thousands of construction jobs') — permanent count left unstructured pending firm corroboration."
cloverleaf-troy-mo,Cloverleaf Troy Campus,Cloverleaf Infrastructure,Proposed,Proposed,likely,data_center,likely,reported,500.0,,500.0,500 MW planned,500.0,"Troy, Lincoln, MO",Troy,Lincoln,MO,38.9784,-90.9832,exact,,grid,,,,,,,,,,,Callaway,MO,45.4,1235.8,38.758919,-91.77884,Winfield Solar,MO,7.4,150.0,SUN,39.019518,-90.85517,Mississippi River - St. Louis,river,49.6,38.627,-90.18,List of upcoming data center projects in Missouri,https://www.blackridgeresearch.com/blog/latest-list-new-ai-proposed-upcoming-data-center-projects-missouri-usa,1,"500 MW full-buildout campus near Troy, Lincoln County (near St. Louis); construction from early 2027. Single-tracker source → confidence reported. Coordinates are the Troy area centroid."
crusoe-warrenton-mo,Crusoe Warrenton Campus,Crusoe,Permitted,Permitted,confirmed,data_center,confirmed,reported,,,,,337.0,"Warrenton, Warren County, MO",Warrenton,Warren County,MO,38.8125,-91.1432,exact,Ameren Missouri (grid),grid,Ameren Missouri,,closed_loop,,Closed-loop cooling system using food-grade polypropylene glycol continuously recycled within the system; no reported MGD figure disclosed. Company claims 40% less water usage compared to a conventional light industrial facility (sourceRef 2).,mixed,,337.0,,,Callaway,MO,34.4,1235.8,38.758919,-91.77884,"Blue Bird Solar, LLC",MO,5.7,139.0,SUN,38.895406,-91.13656,Mississippi River - St. Louis,river,53.5,38.627,-90.18,"Crusoe data center could be built west of St. Louis, Missouri",https://www.datacenterdynamics.com/en/news/crusoe-data-center-could-be-built-west-of-st-louis-missouri/,9,"Coordinates approximate. Site address: 22151 NW Service Road, Warrenton MO; north of NW Service Road, west of Hwy. W. Two 805,000 sq ft data center buildings + 40,000 sq ft administration building + 621,250 sq ft Ameren-owned switch yard + 603,200 sq ft Crusoe-owned electrical substation. Crusoe described as its 'fifth campus' in its national AI data center portfolio as of June 2026 per Crusoe newsroom. Meta signed agreement with Crusoe in June 2026 for approximately 1.6GW of AI computing capacity split across Childress TX and Warrenton MO campuses — per-site split not disclosed; confirms Warrenton as AI anchor customer site (sourceRef 3). Status: conditional use permit and site plan approved; land disturbance review and construction permits still outstanding before groundbreaking. Crusoe committed publicly to seek no real property tax or gross receipt tax abatements; would pursue state incentives only (sourceRef 2). Developer projected annual property taxes ~$80M/year (sourceRef 1), with ~$44M to local schools. Construction jobs projected ~2,000-2,500 over ~3-year build; permanent tech jobs projected ~100 (developer estimates, sourceRef 1 and 2 — not firm contractual commitments). Crusoe historically used on-site flared natural gas but divested those operations; Warrenton campus is grid-connected via Ameren Missouri — no on-site gas generation reported here. Distinct from the Google/Crusoe 'Goodnight' campus in Armstrong County TX."
google-project-mica-kc-northland-mo,Google Project Mica,Google,Under construction,Under construction,likely,data_center,likely,confirmed,500.0,,500.0,500 MW planned,493.0,"Kansas City, Clay County, MO",Kansas City,Clay County,MO,39.274,-94.651,exact,Evergy (Large Load Power Tariff),grid,Evergy,,,,,,10000000000.0,493.0,,,Wolf Creek Generating Station,KS,90.8,1296.3,38.23926,-95.68978,Nearman Creek,KS,7.7,365.0,NG; SUB,39.1681,-94.6975,Missouri River - Kansas City,river,12.7,39.099,-94.578,"$10B, 500-acre Google campus gets stamp of approval near Smithville",https://www.kctv5.com/2025/07/29/10b-500-acre-tech-campus-gets-stamp-approval-near-smithville/,2,"Five hyperscale data center buildings on 493 acres, northeast of I-435 and US-169 in KC Northland (near Smithville, Clay County). Google committed $1.5M to Smithville School District and $250K to Northland Career Center. Coordinates are approximate for the site northeast of the I-435/US-169 interchange."
google-spade-new-florence-mo,Google Project Spade Campus,Google,Under construction,Under construction,confirmed,data_center,confirmed,confirmed,1200.0,,1200.0,"1,200 MW planned",934.0,"New Florence, Montgomery County, MO",New Florence,Montgomery County,MO,38.791,-91.508,exact,Ameren Missouri,grid,,,closed_loop,,,litigation,,934.0,,,Callaway,MO,14.8,1235.8,38.758919,-91.77884,Montgomery County Community Solar Center,MO,8.3,5.7,SUN,38.890697,-91.42322,Mississippi River - St. Louis,river,72.5,38.627,-90.18,"Google pledges $15bn investment in New Florence, Missouri",https://www.datacenterdynamics.com/en/news/google-pledges-15bn-investment-in-new-florence-missouri/,4,"DISTINCT from aws-green-new-florence-mo (AWS Project Green): the two are on opposite sides of I-70 (Project Green north; Project Spade south, SE quadrant of the I-70/Hwy 19 interchange) - independently verified via DCD and Columbia Missourian. Site ~934 acres (~780 unincorporated + ~130 in New Florence). Developer: Related Digital. Campus targets 1.2 GW. INVESTMENT OMITTED: the $15B is Google's Missouri-STATEWIDE infrastructure pledge ('Google will invest $15 billion in building infrastructure in Missouri, including a data center in New Florence'); the campus itself is described only as 'multi-billion-dollar', so no firm campus investmentUsd is recorded. Amended from three buildings to two ~800,000 sq ft buildings; first operations targeted 2028. ~2,000 construction jobs and 'hundreds' of permanent jobs are projections (in notes, not jobs). Coordinates are an approximate site centroid (no verified parcel record)."
lambda-kansas-city-mo,Lambda Kansas City AI Supercomputer,Lambda,Under construction,Under construction,confirmed,data_center,confirmed,confirmed,100.0,,100.0,100 MW planned,100.0,"Kansas City, Platte, MO",Kansas City,Platte,MO,39.33,-94.72,exact,Evergy,grid,Evergy,,,,,,,,,,Cooper Nuclear Station,NE,86.5,801.0,40.3628,-95.6408,Nearman Creek,KS,11.3,365.0,NG; SUB,39.1681,-94.6975,Missouri River - Kansas City,river,17.7,39.099,-94.578,"AI cloud firm Lambda targets data center deployment in Kansas City, Missouri",https://www.datacenterdynamics.com/en/news/ai-cloud-firm-lambda-targets-data-center-deployment-in-kansas-city-missouri/,2,"11155 N. Airworld Dr (former Bank of America campus, ~16.9 acres), Platte County near KCI airport. Launches early 2026 with 24 MW confirmed; >100 MW is a scale-up ceiling (planned figure). Distinct parcels from Google (Project Mica) and Meta's Kansas City sites. Eligible for the Missouri Data Center Sales Tax Exemption (eligibility only — no award amount confirmed; honest-zero). The >$500M figure is a press estimate (notes). Dedicated to a single unnamed AI customer under a multi-year agreement."
meta-kansas-city-northland-mo,Meta Kansas City Northland,Meta,Operating,Operating,mixed_use,data_center,mixed_use,confirmed,,,,,8,"Kansas City, Clay County, MO",Kansas City,Clay County,MO,39.247,-94.705,exact,Evergy (100% renewable matched),mixed,Evergy,,,,,supported,1000000000.0,,1500.0,100.0,Wolf Creek Generating Station,KS,87.5,1296.3,38.23926,-95.68978,Nearman Creek,KS,5.5,365.0,NG; SUB,39.1681,-94.6975,Missouri River - Kansas City,river,12.3,39.099,-94.578,Meta's Kansas City Data Center and Upcoming AI-Optimized Data Centers,https://about.fb.com/news/2025/08/metas-kansas-city-data-center/,2,"Located at Golden Plains Technology Park (Diode Ventures development), 801 NW 128th Street, at the northwest corner of I-435 and US-169. Three data center buildings + warehouse, 1.4M sq ft total. Meta's first Missouri data center. Coordinates are approximate for the Golden Plains Technology Park area."
metrobloks-liberty-mo,Metrobloks Liberty Campus,Metrobloks (Lincoln Property Company),Proposed,Proposed,likely,data_center,likely,reported,150.0,,150.0,150 MW planned,150.0,"Liberty, Clay, MO",Liberty,Clay,MO,39.2459,-94.4191,exact,,grid,,,,,,,,,,,Wolf Creek Generating Station,KS,97.6,1296.3,38.23926,-95.68978,Hawthorn Solar I,MO,8.5,10.0,SUN,39.133772,-94.4863,Missouri River - Kansas City,river,13.2,39.099,-94.578,"Metrobloks announces data center investment in Liberty, Missouri",https://www.metrobloks.com/press-release/metrobloks-announces-data-center-investment-in-liberty-missouri,1,"$1.4B, 150 MW AI-ready campus in Liberty, Clay County. Coordinates are the Liberty area centroid."
nebius-independence-mo,Nebius AI Factory (Independence),Nebius Group,Under construction,Under construction,confirmed,data_center,confirmed,confirmed,1200.0,,1200.0,"1,200 MW planned",400.0,"Independence, Jackson County, MO",Independence,Jackson County,MO,39.089,-94.342,exact,Independence Power & Light (IPL); Blue Valley Power Plant on-site gas (from Oct 2027),mixed,Independence Power & Light (IPL),250.0,closed_loop,,Operator states closed-loop system uses water roughly comparable to a QuikTrip convenience store annually; significantly below typical open-loop data center cooling,litigation,6600000000.0,400.0,1200.0,130.0,Wolf Creek Generating Station,KS,93.5,1296.3,38.23926,-95.68978,Station H,MO,2.4,43.0,NG,39.1067,-94.3804,Missouri River - Kansas City,river,12.7,39.099,-94.578,"Nebius breaks ground on gigawatt-scale AI factory in Independence, Missouri",https://nebius.com/newsroom/nebius-breaks-ground-on-gigawatt-scale-ai-factory-in-independence-missouri,3,"Nebius Group's (Nasdaq: NBIS) first gigawatt-scale US data center project. Located in Eastgate Commerce Center, off Little Blue Parkway and Missouri Highway 78 in eastern Independence. Up to 10 buildings planned. Phase 1 operational target Q2 2027; full campus completion 2028–2029. Projected $30–50M annual tax revenue for Independence. Separate Nebius facility exists at former Kansas City Star printing press building ~20 miles west (not this record). Coordinates approximate for Eastgate Commerce Center in eastern Independence. The $150.6B bond authorization is a Missouri Chapter 100 IDRB structure; bonds are privately issued and owned by Nebius — no city credit exposure."
patmos-kansas-city-mo,Patmos KC Star Building Campus,Patmos Hosting,Under construction,Under construction,likely,data_center,likely,reported,35.0,,35.0,35 MW planned,35.0,"Kansas City, Jackson, MO",Kansas City,Jackson,MO,39.0997,-94.5786,exact,,grid,,,,,,,,,,,Wolf Creek Generating Station,KS,84.4,1296.3,38.23926,-95.68978,Grand Ave Plant,MO,0.9,5.0,NG,39.111944,-94.58111,Missouri River - Kansas City,river,0.1,39.099,-94.578,List of upcoming data center projects in Missouri,https://www.blackridgeresearch.com/blog/latest-list-new-ai-proposed-upcoming-data-center-projects-missouri-usa,1,"~$1B redevelopment of the former Kansas City Star building into a ~35 MW data center, Jackson County. Distinct (downtown KC, Jackson County) from the Lambda/Google/Meta Kansas City sites. Single-tracker source → confidence reported. Coordinates are the Kansas City centroid."
avaio-taurus-brandon-ms,AVAIO Digital Taurus,AVAIO Digital Partners,Under construction,Under construction,confirmed,data_center,confirmed,confirmed,116.0,,116.0,116 MW planned,329.0,"Brandon, Rankin County, MS",Brandon,Rankin County,MS,32.27,-89.99,exact,Entergy Mississippi,mixed,Entergy Mississippi,,hybrid,,"Operator describes water-efficient cooling, rainwater recapture, cooling system economization (air-side economization implied), and recycled water as an available option. New sewer line extension under construction for wastewater. No specific MGD figure disclosed.",mixed,6000000000.0,329.0,,,Grand Gulf,MS,64.5,1440.0,32.0081,-91.0478,Lineage MS,MS,9.7,1.2,SUN,32.254379,-90.15538,Mississippi River - Baton Rouge,river,144.2,30.451,-91.187,AVAIO Digital Taurus announcement press release,https://www.prnewswire.com/news-releases/avaio-digital-to-build-new-ai-ready-6-billion-data-center-hub-in-brandon-mississippi-302533141.html,6,"Distinct from AVAIO's 'Leo' campus in Little Rock/Pulaski County AR — do not conflate. Site: East Metropolitan Center Business and Industrial Park, Brandon. Land acreage: AVAIO's own project page and groundbreaking materials cite 329 acres; the August 19 press release cited 175 acres — 329 used as more authoritative per operator's site. Capacity: 116 MW initial via executed ESA with Entergy Mississippi (energized June 2027 per operator site); Entergy guiding an additional 420 MW of grid power available by end of 2030; access to Gulf South Pipeline for up to 500 MW of on-site behind-the-meter thermal generation starting Q2 2027 — total baseload path to over 1 GW. The 116 MW planned figure reflects the executed first-phase ESA only; full buildout remains a projection. Investment: $6B stated without 'up to' qualifier across operator, MDA, and Governor's office sources; Governor's office describes it as the third-largest economic development project in Mississippi history. Jobs: 'at least 60 direct, high-tech jobs' and 'hundreds of indirect jobs ranging from construction to other related industries' — projections, not firm figures; no construction vs permanent breakdown confirmed. Rooftop solar of 20+ MW planned (behind-the-meter). Recycled water and new sewer line extension cited by operator as water infrastructure options. Estimated $23M in ad valorem tax revenue annually per Rankin First (county economic development group). Coordinates approximate (Brandon city center, Rankin County)."
aws-project-atlas-madison-county-ms,AWS Project Atlas – Madison County Campus,Amazon Web Services,Under construction,Under construction,mixed_use,data_center,mixed_use,confirmed,1000.0,,1000.0,"1,000 MW planned",1700.0,"Canton, Madison County, MS",Canton,Madison County,MS,32.6121,-90.039,exact,,solar,Entergy Mississippi,,closed_loop,,Canton facility transitioning to 100% recycled wastewater for cooling by 2027; 83 million gallons annually per Amazon announcement,,10000000000.0,1700.0,7000.0,1000.0,Grand Gulf,MS,72.2,1440.0,32.0081,-91.0478,Ragsdale Solar LLC,MS,4.6,100.0,SUN,32.550998,-90.00968,Mississippi River - Baton Rouge,river,163.9,30.451,-91.187,AWS confirmed as company behind $10bn Mississippi data center development,https://www.datacenterdynamics.com/en/news/aws-confirmed-as-company-behind-10bn-mississippi-data-center-development/,3,"Two distinct complexes: Madison County Mega Site (outside Canton) and Costas Property (west of Tougaloo College near County Line Rd, Ridgeland). Amazon's total Mississippi statewide commitment expanded to $25B including subsequent Warren County ($3B) and Hinds County ($1B) announcements. Coordinates are approximate Canton-area centroid. Veolia water partnership claim removed: About Amazon source names Arable (not Veolia) as water replenishment partner; recycled wastewater target of 83M gallons/year by 2027 is confirmed."
compass-lauderdale-meridian-ms,Compass Datacenters Lauderdale County Hyperscale Campus,Compass Datacenters,Under construction,Under construction,likely,data_center,likely,confirmed,500.0,,500.0,500 MW planned,500.0,"Meridian, Lauderdale County, MS",Meridian,Lauderdale County,MS,32.3644,-88.7037,exact,Mississippi Power Company,grid,,,unknown,,,mixed,,,,,Grand Gulf,MS,139.3,1440.0,32.0081,-91.0478,Sweatt,MS,5.6,41.9,NG,32.2925,-88.7461,Tennessee River - Florence,river,178.3,34.799,-87.677,Compass Datacenters Project Generates $10B Investment in Lauderdale County,https://mississippi.org/news/compass-datacenters-project-generates-10-billion-investment-in-lauderdale-county/,6,"Eight-data-center campus over an eight-year buildout at the I-20/59 Industrial Park, Meridian. Groundbreaking Jan 28 2025 (under construction). Mississippi Power to supply ~500 MW via a dedicated substation. INVESTMENT OMITTED: the widely cited $10B is a projected full-occupancy total INCLUDING future tenants' IT equipment ('an investment of $10 billion, including future tenants' information technology equipment'), not a firm Compass outlay. 'Thousands of jobs' is a projection. First confirmed tenant: Corderill LLC ($100M equipment, 20 jobs, April 2026). Coordinates are the Meridian centroid (no parcel coordinates published)."
